1931  1    4.79   2.08   2.56   1.09   0.09   0.03   0.49   7.31   2.26   4.49   5.05   2.39   1.22   3.35   8.42  18.71   1.57  12.59   4.28   0.86   6.40  16.74  15.45   5.22   3.51   2.08   3.55   7.49   1.53   5.17  22.24
1931  2    3.75   2.29   0.68   3.53   8.68   3.66   8.66   5.13   8.37   8.26  23.67   2.87   0.85   5.99   7.14   4.66   2.28   1.45   6.73   9.90   3.94   5.69   3.71   9.29   4.51   2.24   2.17   4.79 -99.99 -99.99 -99.99
1931  3    0.94   3.07   0.22   0.28   0.30   0.98   1.36   0.93   3.97   1.40   0.60   5.39   5.58   0.30   0.52   0.09   0.00   0.18   4.77   3.85   2.06   1.70   0.21   0.00   0.00   0.03   2.59   0.16   1.43   0.26   0.13
1931  4    3.91   7.01   0.68   3.97   0.34   0.00   1.23   3.51   0.03   0.97   3.86   2.76   1.60   2.37   3.49   8.76   5.48   0.34   0.97   0.77   2.97   3.36   3.71   6.24   5.65   3.62   4.59   0.56   0.22   3.67 -99.99
1931  5    3.01   0.79   4.22   0.64   4.77   0.76   8.48   0.38   8.46  10.70   3.89   1.93   9.39  10.51   2.95   4.33   0.90   0.51   0.62   0.27   0.00   2.76   2.23   8.07   4.61   0.97   0.06  17.70   1.31   5.61  15.14
1931  6    3.92   9.21   2.68   0.22   2.76  10.90   2.34   4.73   9.92  11.08   0.57   0.46   9.56  41.41  14.67   1.78   7.55   7.07   0.64   4.06   6.53   1.42   1.57   0.00   0.50   2.81   1.30   1.47   1.30   1.53 -99.99
1931  7    7.97   1.31   6.50   2.78   4.74  13.68   2.99   2.46   1.99   0.65   5.81   4.27   2.19   6.81   1.25   3.82   6.88   2.84   2.69   0.36   5.68   9.75   1.95   3.46   9.50  16.74  10.21   4.80   7.02   2.41   1.20
1931  8    0.29   0.03   0.00   0.06   0.06   0.69   3.86   1.21   5.83   0.34   1.02   2.41   0.56   2.18   1.64   3.10  11.59   1.74  19.29  11.66   1.25   1.13   0.88   0.09   2.00   0.06   0.00   0.00   0.00   0.00   0.06
1931  9   12.35   5.34   2.23   0.81   1.34   1.66   1.32   3.86   0.62   1.51   4.21   0.09   0.79   0.75   0.47  12.37   0.29   1.09   0.13   0.06   0.00   0.12   0.38   0.13   0.03   0.03   0.27   0.00   3.33   5.24 -99.99
1931 10   18.76   8.36   2.92   9.33   5.70   8.93  10.28   5.03   6.50   2.83   4.56   3.40   0.89   0.09   0.06   0.10   0.23   0.09   1.82   1.27   0.42   2.25   5.38   0.99   1.52   4.17  15.24   1.58   9.55   0.51   4.74
1931 11    7.78  22.82  18.53   4.16   1.95   4.40   8.48   3.05   7.28   8.85   3.50   1.11   8.67  12.69   0.07   0.23  14.08  13.54   4.55   7.97   3.33  10.22  33.90   6.03  10.63  11.09   4.16   5.80   1.37   1.08 -99.99
1931 12    2.75  23.26  16.30   7.12   5.97   2.96   6.66   5.34   5.54   1.17   1.52   1.02   2.26   2.84   0.03   0.29   0.07   3.82   1.40   0.55   0.44   9.07  14.37   5.39   1.53   2.10   6.91   6.33   3.96   1.40  16.76
1932  1   12.40  30.69  15.18   8.97  12.16   6.70   1.55   1.69  23.86   4.11   1.14  14.40   7.37  26.45  22.55   7.26   4.70   4.79  14.69   2.97   5.64   1.17   0.67   4.57   0.14   0.19   0.03   2.33   0.31   0.29   2.05
1932  2    0.17   1.06   0.35   0.37   0.27   0.15   0.04   0.81   1.14   0.33   0.80   0.48   0.45   0.13   0.28   0.06   0.09   0.29   0.35   0.17   0.47   0.54   0.65   0.46   0.33   0.15   0.29   0.13   0.06 -99.99 -99.99
1932  3    0.16   0.03   0.09   3.02   8.83   6.47   7.46   1.39   1.03   1.39   0.62   1.64   0.77   0.33   0.09   0.40   0.09   0.67   2.64  11.33  14.64   6.77   1.76   6.47   1.36   0.89   6.10   0.99   8.52  13.40   2.46
1932  4    7.37  10.57   1.93   0.70  11.57   9.06   4.66  14.51  15.88   7.27   3.28   0.78  10.50   4.12   1.31   0.06   0.30   0.63   5.20   3.82   1.19  11.92   5.00   0.96   0.31   1.17   3.64   9.74   2.46   1.22 -99.99
1932  5    0.19   0.09   0.06   1.56   2.64   2.51   1.74   1.11   1.92   0.49   7.89  21.25   4.65   1.21  15.97   2.15   0.43   7.19   7.09   2.91   1.40   0.30   1.33   1.37   8.84   2.72   0.98   2.04   0.86   1.12   0.00
1932  6    0.03   0.00   0.09   0.80   0.21   0.09   0.95   0.14   0.81   0.30   0.33   0.04   0.00   0.04   0.58   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.54   1.13   2.32   4.97   7.49   1.53   8.01  17.06 -99.99
1932  7    1.94   6.49  14.55   7.65   1.97   1.06   1.63   4.38   3.08   3.38   1.04   2.43   4.06   0.00   2.87   1.26   1.71   0.36   3.08   3.95   7.14   2.48   5.44   5.85   3.19   6.94  11.87   2.31  10.03  10.04   7.04
1932  8    0.09   1.71   1.74   1.53   3.10   4.61   2.01   4.41   0.35   2.79  14.10   5.46   3.32   0.20   1.55   3.61   0.35   0.06   0.14   1.49   0.50   0.03   0.03   0.00   0.00   2.74   0.25   1.11   2.81   4.89  13.17
1932  9   16.45   6.56   8.51   4.68   5.73   4.64  10.94  12.48   6.69  12.81   4.27   0.92  10.68   2.25   1.01   1.29   1.92   2.00   1.24   0.18   0.95   3.76   1.30   9.70  12.69   2.13   0.40   0.62   0.03   5.98 -99.99
1932 10    4.78   3.67   0.74   2.68   8.88   9.88  17.89  21.63   8.30  10.09   0.83  17.27   7.75   6.98   3.53   6.00  24.85   1.57  11.35   4.89   9.35  13.70   4.24   1.47  10.02  17.27   3.06   4.39  18.07   8.48   3.19
1932 11   13.41   9.62  26.18   1.69   0.03   0.00   0.03   0.30   0.28   0.03   0.05   0.38   0.00   0.26   0.88   0.66   0.90   0.78   4.44   5.80  10.44  17.32   8.91   2.34  15.23  12.08   1.89   3.29  20.29   5.05 -99.99
1932 12   17.98  17.52   3.97   2.74   0.34   0.24   0.28   0.66   1.16   1.18   0.32   0.50   2.44  11.54  19.42  31.91  22.27  25.86  18.46   5.00   6.33   9.20   5.24   1.95   0.03   3.36   0.56   2.95   4.81   0.17   7.54
1933  1    3.53  29.49   7.05  17.57   6.83   4.38  14.51   8.69   1.04   4.09   0.03   3.27   0.57  18.43   0.60   1.66   1.72   1.32   0.03   0.24   0.68   0.13   0.00   0.00   0.53   0.28   0.00   0.09   2.41   5.93  32.10
1933  2    7.66   3.37  12.87  33.49   6.90   9.76   2.84   8.01   9.95   0.24   0.37   1.13   0.73   0.13   1.11   1.71   1.70   2.04   3.00   2.61   2.38   1.47   3.28   1.88  10.25  15.45   8.01   1.97 -99.99 -99.99 -99.99
1933  3    1.86   5.68   9.09   7.05   8.48   7.61   2.21  19.32   4.31   0.03   0.00   0.03   0.82   3.24   5.70   2.98   2.00   3.93   0.91   0.13   2.06   0.00   0.00   0.00   0.00   0.05   0.17   0.03   2.67   3.40   2.02
1933  4    1.80  14.74   3.50   1.46   0.19   2.41   1.88  12.66   1.35   0.55   3.77   1.21   0.22   2.74  10.30   1.01   1.28   1.44   0.97   0.56   0.15   0.03   0.05  12.30   1.76   6.89   4.48   1.79   7.08   1.04 -99.99
1933  5    0.13   0.06   2.80   6.52   2.26   6.92   1.92   4.53   1.85   0.59   1.58   4.70   1.29   1.32   0.66   2.33   0.84   4.77   1.77   5.04   0.72   9.45   2.71   4.32   1.19   3.59   0.30   1.14   0.00   0.00   0.00
1933  6    7.63   7.10   0.03   0.00   0.03   0.00   0.77   0.65   0.10   4.25   0.07   0.10   0.57   0.00   3.86  13.68  11.98   6.09   3.37   4.33   3.03   2.44   3.65   0.53   0.30   0.00   0.06   0.00   0.00   0.32 -99.99
1933  7    0.00   0.00   0.03   0.03   0.06   0.17   4.31   1.53   9.86   7.94   8.56   7.13   7.26   6.79   3.21   0.63   2.38   2.19   2.93   3.23   1.78   0.52   1.70   9.48   1.27   0.45  10.91   7.86   4.01  18.38   4.38
1933  8    5.75   1.99   0.23   0.06   6.36   0.15   2.06   6.13   1.78   0.18   0.69   0.09   2.86   2.14   7.45   5.59   6.22   2.37   4.81   2.93   6.04   3.04   1.69   4.39   0.87   4.09  19.83   1.61   1.46   0.61  10.98
1933  9    0.44   4.70   0.52   0.12   0.06   1.94   0.00   0.00   0.00   0.06   0.00   0.77   1.25   1.42   0.21   0.00   8.21   1.64  10.97   5.82   0.42   0.07   3.69   4.00   1.52   0.46   0.00   0.10   0.21   0.12 -99.99
1933 10    0.36   0.06   0.87   0.30   0.16   0.64  17.01   6.69  18.99   5.14   3.39   2.68  10.13   3.36  14.88   3.40   0.88   2.88   2.51   0.91   3.28  11.39  12.52   2.01   3.50   7.49  10.00  10.64   4.08   5.43   5.63
1933 11    6.45   5.73   1.84   1.04   0.42   0.43   0.89   1.66   8.60   0.70   1.42   2.81   8.64  11.67   4.48   1.87   2.93   8.05  15.66   1.76   2.99   0.36   0.85   0.13   0.03   0.88   2.64   0.93   0.09   0.00 -99.99
1933 12    3.68   0.72   0.06   0.30   0.80   1.28   0.43   0.19   0.34   0.14   4.18   2.16   0.46   0.59   1.11   0.29   0.24   1.46   0.53   0.24   0.82   1.52   0.56   4.48   6.09   2.22   2.34   2.44   7.23   5.25   8.64
1934  1    8.15   2.66  18.25  11.86   9.50  16.39  14.08   4.34  16.68   8.63  11.60  13.06   6.61   5.14   2.95  21.45   8.60   2.95   0.19   2.48   4.18   5.01   1.79   0.00   5.54   7.46   0.13   0.17   3.67   2.61   0.88
1934  2    0.34   0.64   0.17   0.06   0.77   0.98   8.09   3.43   2.95   2.95   0.54   0.00   0.04   0.09   0.11   0.00   0.17   1.04   1.32   2.10   2.35   1.03   1.57   4.44   1.75   1.18   0.53   0.76 -99.99 -99.99 -99.99
1934  3   11.36   4.84   5.42   7.34   9.95   3.50   2.46   1.93   0.84   3.28   8.49   2.39   0.85   8.46   4.08  10.41   8.96   2.22   0.83   1.45   1.89   1.02   3.34   0.25   2.63   0.92   0.03   0.06   1.21   0.64   0.33
1934  4    0.64   0.85   2.10   4.13   2.48   6.88  10.50  13.78   1.80   8.65  16.51  29.80   7.77   6.86   4.25   0.67   4.64   3.09   2.18   9.48   5.99   3.87   9.09   1.93   2.18   2.39   1.07   0.16   0.09   0.95 -99.99
1934  5    3.50   0.13   0.00   0.71   6.50  14.82   2.85   3.99   0.60   0.25   6.38   3.40   6.69   4.51  21.07   3.12   2.06   6.21  13.37   5.41   1.63   1.06   3.47   3.49   0.36   1.15   1.05   0.32   0.09   0.00   0.00
1934  6    0.00   0.00   0.00   0.09   0.06   0.34   0.51   2.20   0.26   0.00   0.00   0.03   4.71   2.21   2.25   3.82   0.28   9.95   2.40   2.81  14.35  10.11   0.00   0.38   0.19   5.17   5.65   2.95   0.58   0.17 -99.99
1934  7    0.73   0.03   0.67   1.06   0.03   0.78   0.24   0.00   0.03   0.00   0.37   6.33   8.25   3.66   2.95   6.98   7.14   6.76   1.66   1.95  16.90  10.04   3.41   1.73   5.28   4.58   7.37   1.37   7.08   3.20   3.38
1934  8    9.79  14.28   2.72   7.51   0.44   7.91   0.19   3.61   5.03   3.20   4.70   3.33   0.32   1.53   2.48   0.10   0.03   3.93   2.12  13.87  11.91   2.51   2.21   0.81   0.91   0.30   6.47  24.38   7.81   1.23   1.10
1934  9    2.30   7.04   6.11   5.36   0.13   7.60  12.03   5.19   1.28   3.95   0.36   0.18   0.06   0.28   8.13   2.02   4.77   4.17   4.86   2.04   6.98  15.88   3.84   4.20  20.37  15.50   7.76   9.69   3.83   5.09 -99.99
1934 10    0.40   0.81  14.36  10.11   4.24  14.22   2.64   9.72   8.45   1.16   6.26   2.00   8.68  10.35   7.05   2.62   3.40   1.27   9.42   4.73   9.54  10.53   4.81  11.94  31.24  19.44  13.55   7.90  13.74   4.97   2.74
1934 11    2.58   3.80  11.22   4.04   3.34   1.46   2.22   1.02   5.78   4.90   0.75   0.78   0.26   0.22   0.60   0.70   0.27   1.29   2.84   0.87   3.62   4.01   0.90   0.06   6.97   1.04   0.67   2.00   0.60   2.34 -99.99
1934 12    9.49   9.27  17.35   4.32   1.09   1.36   8.58  15.06  13.50   5.96   3.07   7.49   3.11   8.21   4.19   3.12  11.12   5.54   2.83   0.70   0.38   1.50   3.79   0.67  13.17  17.33  12.75   4.65   6.30  14.88   6.57
1935  1   13.36   1.06   3.48   0.67   0.99   2.23   3.65   2.10   5.17   8.60   9.07   1.14   7.61   0.70   0.49   0.16   0.03   0.03   0.03   0.13   0.06   0.45   3.96   9.96   8.04   1.50   0.44   1.33   0.86   1.94  14.05
1935  2   16.40   4.98   2.21   4.14   5.49   0.15   0.22   0.09   0.74   4.63  10.21   5.88   7.02   7.81  21.84  13.91   8.09  21.26  15.63   7.47   6.81   5.06   0.68   1.81   0.72   2.69   6.50   3.52 -99.99 -99.99 -99.99
1935  3    3.48   4.73   8.82   6.10   3.98   0.24   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.13   0.89   0.23   0.03   2.82   3.23   0.23   5.44   9.03   2.09  10.10   2.54   1.70   0.18   3.19   9.75   7.06   1.30
1935  4    1.71   1.10   3.47   5.44   3.91   0.41   6.77   6.62  17.93  13.91   5.43   0.22   1.13   2.46   7.11  20.21   9.57   0.97   3.53   8.63   1.94   4.64   1.28   0.38   0.06   0.06   0.03   0.03   0.30   0.45 -99.99
1935  5    0.47   0.25   0.00   0.09   0.27   0.03   0.00   0.03   0.00   0.09   0.38   0.09  10.36   1.82   6.28   8.38   4.50   2.41   3.13   0.39   0.03   0.59   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
1935  6    0.00   4.73   5.18   8.27   6.95   9.72   9.90   2.96   0.73   9.88   7.99   4.58   4.60   4.35   1.94   5.21   1.34   1.13   5.48   5.44   4.80   0.19  22.02   1.17   0.23   5.82   2.65   0.03   0.49   0.42 -99.99
1935  7    1.13   1.88   8.02   5.15   2.41   0.05   0.00   0.00   1.90   1.58   0.00   0.00   4.16   0.58   0.86   2.13   3.77   5.49   9.13   7.81   1.00   1.66   3.91   0.46   1.04   9.51   4.46   1.21   0.17   0.09   0.00
1935  8    0.03   0.03   0.66   1.42   0.03   0.06   2.34   2.06   3.27  22.01   3.10   0.47   0.74   0.51   4.26   3.74   3.48   2.38   0.32   0.51   3.03   0.00   0.37   0.54   9.48  11.63   5.72  18.62   4.97   7.93   0.98
1935  9   17.76   9.05   2.06   4.62   0.99   0.32   0.21   0.00   0.00   1.59   1.44   6.63  11.53  10.88  11.98  19.16  13.32  27.37   9.38   3.26   1.62   3.62   2.42   0.33   0.36  15.58   6.40  14.40  10.93  10.82 -99.99
